,metric_name,description,value
15713,"fill rate (rec3922,disposableBooties)",fill rate of recipient rec3922 limited to disposableBooties,0.0
15714,"fill rate (rec3922,faceShields)",fill rate of recipient rec3922 limited to faceShields,0.0
15715,"fill rate (rec3922,gowns)",fill rate of recipient rec3922 limited to gowns,0.0
15716,"fill rate (rec3922,handSanitizer)",fill rate of recipient rec3922 limited to handSanitizer,0.0
15717,"fill rate (rec3922,nitrileGloves)",fill rate of recipient rec3922 limited to nitrileGloves,0.0
15718,"fill rate (rec3922,respirators)",fill rate of recipient rec3922 limited to respirators,0.0
15719,"fill rate (rec3922,safetyGoggles)",fill rate of recipient rec3922 limited to safetyGoggles,0.0
15720,"fill rate (rec3922,surgicalCaps)",fill rate of recipient rec3922 limited to surgicalCaps,0.0
15721,"fill rate (rec3922,thermometers)",fill rate of recipient rec3922 limited to thermometers,0.0
15722,"fill rate (rec3923,disinfectingWipes)",fill rate of recipient rec3923 limited to disinfectingWipes,0.0
15723,"fill rate (rec3923,handSanitizer)",fill rate of recipient rec3923 limited to handSanitizer,0.0
15724,"fill rate (rec3923,handmadeMasks)",fill rate of recipient rec3923 limited to handmadeMasks,0.0
15725,"fill rate (rec3923,respirators)",fill rate of recipient rec3923 limited to respirators,0.0
15726,"fill rate (rec3924,surgicalMasks)",fill rate of recipient rec3924 limited to surgicalMasks,0.0
15727,"fill rate (rec3925,disinfectingWipes)",fill rate of recipient rec3925 limited to disinfectingWipes,0.0
15728,"fill rate (rec3925,handmadeMasks)",fill rate of recipient rec3925 limited to handmadeMasks,0.0
15729,"fill rate (rec3925,nitrileGloves)",fill rate of recipient rec3925 limited to nitrileGloves,0.0
15730,"fill rate (rec3926,respirators)",fill rate of recipient rec3926 limited to respirators,0.0
15731,"fill rate (rec3927,gowns)",fill rate of recipient rec3927 limited to gowns,0.0
15732,"fill rate (rec3927,handSanitizer)",fill rate of recipient rec3927 limited to handSanitizer,0.0
15733,"fill rate (rec3927,nitrileGloves)",fill rate of recipient rec3927 limited to nitrileGloves,0.0
15734,"fill rate (rec3927,respirators)",fill rate of recipient rec3927 limited to respirators,0.0
15735,"fill rate (rec3927,surgicalMasks)",fill rate of recipient rec3927 limited to surgicalMasks,0.0
15736,"fill rate (rec3928,faceShields)",fill rate of recipient rec3928 limited to faceShields,0.0
15737,"fill rate (rec3928,respirators)",fill rate of recipient rec3928 limited to respirators,0.0
15738,"fill rate (rec3928,safetyGoggles)",fill rate of recipient rec3928 limited to safetyGoggles,0.0
15739,"fill rate (rec3928,surgicalMasks)",fill rate of recipient rec3928 limited to surgicalMasks,0.0
15740,"fill rate (rec3928,thermometers)",fill rate of recipient rec3928 limited to thermometers,0.0
15741,"fill rate (rec3929,faceShields)",fill rate of recipient rec3929 limited to faceShields,0.0
15742,"fill rate (rec3929,surgicalMasks)",fill rate of recipient rec3929 limited to surgicalMasks,0.0
15743,"fill rate (rec393,gowns)",fill rate of recipient rec393 limited to gowns,0.0
15744,"fill rate (rec393,respirators)",fill rate of recipient rec393 limited to respirators,0.0
15745,"fill rate (rec3930,coveralls)",fill rate of recipient rec3930 limited to coveralls,0.0
15746,"fill rate (rec3930,disinfectingWipes)",fill rate of recipient rec3930 limited to disinfectingWipes,0.0
15747,"fill rate (rec3930,disposableBooties)",fill rate of recipient rec3930 limited to disposableBooties,0.0
15748,"fill rate (rec3930,faceShields)",fill rate of recipient rec3930 limited to faceShields,0.0
15749,"fill rate (rec3930,gowns)",fill rate of recipient rec3930 limited to gowns,0.0
15750,"fill rate (rec3930,handSanitizer)",fill rate of recipient rec3930 limited to handSanitizer,0.0
15751,"fill rate (rec3930,nitrileGloves)",fill rate of recipient rec3930 limited to nitrileGloves,0.0
15752,"fill rate (rec3930,paprShield)",fill rate of recipient rec3930 limited to paprShield,0.0
15753,"fill rate (rec3930,respirators)",fill rate of recipient rec3930 limited to respirators,0.0
15754,"fill rate (rec3930,safetyGoggles)",fill rate of recipient rec3930 limited to safetyGoggles,0.0
15755,"fill rate (rec3930,surgicalCaps)",fill rate of recipient rec3930 limited to surgicalCaps,0.0
15756,"fill rate (rec3930,surgicalMasks)",fill rate of recipient rec3930 limited to surgicalMasks,0.0
15757,"fill rate (rec3930,thermometers)",fill rate of recipient rec3930 limited to thermometers,0.0
15758,"fill rate (rec3931,nitrileGloves)",fill rate of recipient rec3931 limited to nitrileGloves,0.0
15759,"fill rate (rec3931,surgicalMasks)",fill rate of recipient rec3931 limited to surgicalMasks,0.0
15760,"fill rate (rec3932,gowns)",fill rate of recipient rec3932 limited to gowns,0.0
15761,"fill rate (rec3932,nitrileGloves)",fill rate of recipient rec3932 limited to nitrileGloves,0.0
15762,"fill rate (rec3932,surgicalCaps)",fill rate of recipient rec3932 limited to surgicalCaps,0.0
15763,"fill rate (rec3932,thermometers)",fill rate of recipient rec3932 limited to thermometers,0.0
15764,"fill rate (rec3933,gowns)",fill rate of recipient rec3933 limited to gowns,0.0
15765,"fill rate (rec3933,respirators)",fill rate of recipient rec3933 limited to respirators,0.0
15766,"fill rate (rec3933,surgicalCaps)",fill rate of recipient rec3933 limited to surgicalCaps,0.0
15767,"fill rate (rec3934,gowns)",fill rate of recipient rec3934 limited to gowns,0.0
15768,"fill rate (rec3934,nitrileGloves)",fill rate of recipient rec3934 limited to nitrileGloves,0.0
15769,"fill rate (rec3934,respirators)",fill rate of recipient rec3934 limited to respirators,0.0
15770,"fill rate (rec3935,coveralls)",fill rate of recipient rec3935 limited to coveralls,0.0
15771,"fill rate (rec3935,disinfectingWipes)",fill rate of recipient rec3935 limited to disinfectingWipes,0.0
15772,"fill rate (rec3935,disposableBooties)",fill rate of recipient rec3935 limited to disposableBooties,0.0
15773,"fill rate (rec3935,faceShields)",fill rate of recipient rec3935 limited to faceShields,0.0
15774,"fill rate (rec3935,gowns)",fill rate of recipient rec3935 limited to gowns,0.0
15775,"fill rate (rec3935,handSanitizer)",fill rate of recipient rec3935 limited to handSanitizer,0.0
15776,"fill rate (rec3935,handmadeMasks)",fill rate of recipient rec3935 limited to handmadeMasks,0.0
15777,"fill rate (rec3935,nitrileGloves)",fill rate of recipient rec3935 limited to nitrileGloves,0.0
15778,"fill rate (rec3935,respirators)",fill rate of recipient rec3935 limited to respirators,0.0
15779,"fill rate (rec3935,safetyGoggles)",fill rate of recipient rec3935 limited to safetyGoggles,0.0
15780,"fill rate (rec3935,surgicalCaps)",fill rate of recipient rec3935 limited to surgicalCaps,0.0
15781,"fill rate (rec3935,thermometers)",fill rate of recipient rec3935 limited to thermometers,0.0
15782,"fill rate (rec3936,babyMonitors)",fill rate of recipient rec3936 limited to babyMonitors,0.0
15783,"fill rate (rec3936,bodyBags)",fill rate of recipient rec3936 limited to bodyBags,0.0
15784,"fill rate (rec3936,coveralls)",fill rate of recipient rec3936 limited to coveralls,0.0
15785,"fill rate (rec3936,disinfectingWipes)",fill rate of recipient rec3936 limited to disinfectingWipes,0.0
15786,"fill rate (rec3936,disposableBooties)",fill rate of recipient rec3936 limited to disposableBooties,0.0
15787,"fill rate (rec3936,faceShields)",fill rate of recipient rec3936 limited to faceShields,0.0
15788,"fill rate (rec3936,gowns)",fill rate of recipient rec3936 limited to gowns,0.0
15789,"fill rate (rec3936,nitrileGloves)",fill rate of recipient rec3936 limited to nitrileGloves,0.0
15790,"fill rate (rec3936,paprShield)",fill rate of recipient rec3936 limited to paprShield,0.0
15791,"fill rate (rec3936,printedFaceShields)",fill rate of recipient rec3936 limited to printedFaceShields,0.7
15792,"fill rate (rec3936,respirators)",fill rate of recipient rec3936 limited to respirators,0.0
15793,"fill rate (rec3936,safetyGlasses)",fill rate of recipient rec3936 limited to safetyGlasses,0.0
15794,"fill rate (rec3936,safetyGoggles)",fill rate of recipient rec3936 limited to safetyGoggles,0.0
15795,"fill rate (rec3936,surgicalCaps)",fill rate of recipient rec3936 limited to surgicalCaps,0.0
15796,"fill rate (rec3936,surgicalMasks)",fill rate of recipient rec3936 limited to surgicalMasks,0.0
15797,"fill rate (rec3936,thermometers)",fill rate of recipient rec3936 limited to thermometers,0.0
15798,"fill rate (rec3937,gowns)",fill rate of recipient rec3937 limited to gowns,0.0
15799,"fill rate (rec3937,paprShield)",fill rate of recipient rec3937 limited to paprShield,0.0
15800,"fill rate (rec3937,respirators)",fill rate of recipient rec3937 limited to respirators,0.0
15801,"fill rate (rec3937,surgicalCaps)",fill rate of recipient rec3937 limited to surgicalCaps,0.0
15802,"fill rate (rec3938,disinfectingWipes)",fill rate of recipient rec3938 limited to disinfectingWipes,0.0
15803,"fill rate (rec3938,gowns)",fill rate of recipient rec3938 limited to gowns,0.0
15804,"fill rate (rec3938,handSanitizer)",fill rate of recipient rec3938 limited to handSanitizer,0.0
15805,"fill rate (rec3938,respirators)",fill rate of recipient rec3938 limited to respirators,0.0
15806,"fill rate (rec3938,safetyGoggles)",fill rate of recipient rec3938 limited to safetyGoggles,0.0
15807,"fill rate (rec3938,surgicalMasks)",fill rate of recipient rec3938 limited to surgicalMasks,0.0
15808,"fill rate (rec3939,coveralls)",fill rate of recipient rec3939 limited to coveralls,0.0
15809,"fill rate (rec3939,disposableBooties)",fill rate of recipient rec3939 limited to disposableBooties,0.0
15810,"fill rate (rec3939,gowns)",fill rate of recipient rec3939 limited to gowns,0.0
15811,"fill rate (rec3939,paprShield)",fill rate of recipient rec3939 limited to paprShield,0.0
15812,"fill rate (rec3939,respirators)",fill rate of recipient rec3939 limited to respirators,0.0
15813,"fill rate (rec3939,thermometers)",fill rate of recipient rec3939 limited to thermometers,0.0
15814,"fill rate (rec394,disinfectingWipes)",fill rate of recipient rec394 limited to disinfectingWipes,0.0
15815,"fill rate (rec394,faceShields)",fill rate of recipient rec394 limited to faceShields,0.0
15816,"fill rate (rec394,gowns)",fill rate of recipient rec394 limited to gowns,0.0
15817,"fill rate (rec394,handmadeMasks)",fill rate of recipient rec394 limited to handmadeMasks,0.0
15818,"fill rate (rec394,surgicalMasks)",fill rate of recipient rec394 limited to surgicalMasks,0.0
15819,"fill rate (rec394,thermometers)",fill rate of recipient rec394 limited to thermometers,0.0
15820,"fill rate (rec3940,disinfectingWipes)",fill rate of recipient rec3940 limited to disinfectingWipes,0.0
15821,"fill rate (rec3940,handSanitizer)",fill rate of recipient rec3940 limited to handSanitizer,0.0
15822,"fill rate (rec3940,nitrileGloves)",fill rate of recipient rec3940 limited to nitrileGloves,0.0
15823,"fill rate (rec3940,respirators)",fill rate of recipient rec3940 limited to respirators,0.0
15824,"fill rate (rec3940,thermometers)",fill rate of recipient rec3940 limited to thermometers,0.0
15825,"fill rate (rec3941,faceShields)",fill rate of recipient rec3941 limited to faceShields,0.0
15826,"fill rate (rec3941,gowns)",fill rate of recipient rec3941 limited to gowns,0.0
15827,"fill rate (rec3941,paprShield)",fill rate of recipient rec3941 limited to paprShield,0.0
15828,"fill rate (rec3941,respirators)",fill rate of recipient rec3941 limited to respirators,0.0
15829,"fill rate (rec3942,respirators)",fill rate of recipient rec3942 limited to respirators,0.0
15830,"fill rate (rec3943,respirators)",fill rate of recipient rec3943 limited to respirators,0.0
15831,"fill rate (rec3944,respirators)",fill rate of recipient rec3944 limited to respirators,0.0
15832,"fill rate (rec3945,respirators)",fill rate of recipient rec3945 limited to respirators,0.0
15833,"fill rate (rec3946,respirators)",fill rate of recipient rec3946 limited to respirators,0.0
15834,"fill rate (rec3947,disinfectingWipes)",fill rate of recipient rec3947 limited to disinfectingWipes,0.0
15835,"fill rate (rec3947,disposableBooties)",fill rate of recipient rec3947 limited to disposableBooties,0.0
15836,"fill rate (rec3947,faceShields)",fill rate of recipient rec3947 limited to faceShields,0.0
15837,"fill rate (rec3947,gowns)",fill rate of recipient rec3947 limited to gowns,0.0
15838,"fill rate (rec3947,handSanitizer)",fill rate of recipient rec3947 limited to handSanitizer,0.0
15839,"fill rate (rec3947,respirators)",fill rate of recipient rec3947 limited to respirators,0.0
15840,"fill rate (rec3947,surgicalCaps)",fill rate of recipient rec3947 limited to surgicalCaps,0.0
15841,"fill rate (rec3947,surgicalMasks)",fill rate of recipient rec3947 limited to surgicalMasks,0.0
15842,"fill rate (rec3947,thermometers)",fill rate of recipient rec3947 limited to thermometers,0.0
15843,"fill rate (rec3948,disinfectingWipes)",fill rate of recipient rec3948 limited to disinfectingWipes,0.0
15844,"fill rate (rec3948,faceShields)",fill rate of recipient rec3948 limited to faceShields,0.0
15845,"fill rate (rec3948,handSanitizer)",fill rate of recipient rec3948 limited to handSanitizer,0.0
15846,"fill rate (rec3948,surgicalMasks)",fill rate of recipient rec3948 limited to surgicalMasks,0.0
15847,"fill rate (rec3949,babyMonitors)",fill rate of recipient rec3949 limited to babyMonitors,0.0
15848,"fill rate (rec3949,coveralls)",fill rate of recipient rec3949 limited to coveralls,0.0
15849,"fill rate (rec3949,disposableBooties)",fill rate of recipient rec3949 limited to disposableBooties,0.0
15850,"fill rate (rec3949,faceShields)",fill rate of recipient rec3949 limited to faceShields,0.0
15851,"fill rate (rec3949,gowns)",fill rate of recipient rec3949 limited to gowns,0.0
15852,"fill rate (rec3949,handSanitizer)",fill rate of recipient rec3949 limited to handSanitizer,0.0
15853,"fill rate (rec3949,respirators)",fill rate of recipient rec3949 limited to respirators,0.0
15854,"fill rate (rec3949,surgicalCaps)",fill rate of recipient rec3949 limited to surgicalCaps,0.0
15855,"fill rate (rec395,disinfectingWipes)",fill rate of recipient rec395 limited to disinfectingWipes,0.0
15856,"fill rate (rec395,faceShields)",fill rate of recipient rec395 limited to faceShields,0.0
15857,"fill rate (rec395,gowns)",fill rate of recipient rec395 limited to gowns,0.0
15858,"fill rate (rec395,handSanitizer)",fill rate of recipient rec395 limited to handSanitizer,0.0
15859,"fill rate (rec395,handmadeMasks)",fill rate of recipient rec395 limited to handmadeMasks,0.0
15860,"fill rate (rec395,nitrileGloves)",fill rate of recipient rec395 limited to nitrileGloves,0.0
15861,"fill rate (rec395,respirators)",fill rate of recipient rec395 limited to respirators,0.0
15862,"fill rate (rec395,thermometers)",fill rate of recipient rec395 limited to thermometers,0.0
15863,"fill rate (rec3950,faceShields)",fill rate of recipient rec3950 limited to faceShields,0.0
15864,"fill rate (rec3950,gowns)",fill rate of recipient rec3950 limited to gowns,0.0
15865,"fill rate (rec3950,respirators)",fill rate of recipient rec3950 limited to respirators,0.0
15866,"fill rate (rec3950,surgicalMasks)",fill rate of recipient rec3950 limited to surgicalMasks,0.0
15867,"fill rate (rec3951,disinfectingWipes)",fill rate of recipient rec3951 limited to disinfectingWipes,0.0
15868,"fill rate (rec3951,gowns)",fill rate of recipient rec3951 limited to gowns,0.0
15869,"fill rate (rec3951,handSanitizer)",fill rate of recipient rec3951 limited to handSanitizer,0.0
15870,"fill rate (rec3951,handmadeMasks)",fill rate of recipient rec3951 limited to handmadeMasks,0.0
15871,"fill rate (rec3951,printedFaceShields)",fill rate of recipient rec3951 limited to printedFaceShields,1.0
